video_id,match_id,set_num,rally,ball_round,shot_type,original_type,player,player_x,player_y,frame_num,clip_path,pose_path
10_set1_rally26_ball03_Smash,10,1,26,3,Smash,Steep_Smash,B,552.0,352.0,26466,data/clips/Smash/10_set1_rally26_ball03_Smash.mp4,data/poses/10_set1_rally26_ball03_Smash.pkl
10_set1_rally26_ball05_Drop,10,1,26,5,Drop,Drop,B,489.0,406.0,26496,data/clips/Drop/10_set1_rally26_ball05_Drop.mp4,data/poses/10_set1_rally26_ball05_Drop.pkl
10_set1_rally26_ball06_Lift,10,1,26,6,Lift,Lift,A,431.0,507.0,26518,data/clips/Lift/10_set1_rally26_ball06_Lift.mp4,data/poses/10_set1_rally26_ball06_Lift.pkl
10_set1_rally26_ball07_Clear,10,1,26,7,Clear,Clear,B,536.0,340.0,26552,data/clips/Clear/10_set1_rally26_ball07_Clear.mp4,data/poses/10_set1_rally26_ball07_Clear.pkl
10_set1_rally26_ball08_Clear,10,1,26,8,Clear,Clear,A,867.0,642.0,26582,data/clips/Clear/10_set1_rally26_ball08_Clear.mp4,data/poses/10_set1_rally26_ball08_Clear.pkl
10_set1_rally26_ball10_Lift,10,1,26,10,Lift,Lift,A,424.0,521.0,26635,data/clips/Lift/10_set1_rally26_ball10_Lift.mp4,data/poses/10_set1_rally26_ball10_Lift.pkl
10_set1_rally26_ball11_Clear,10,1,26,11,Clear,Clear,B,504.0,353.0,26662,data/clips/Clear/10_set1_rally26_ball11_Clear.mp4,data/poses/10_set1_rally26_ball11_Clear.pkl
10_set1_rally26_ball12_Clear,10,1,26,12,Clear,Clear,A,837.0,644.0,26691,data/clips/Clear/10_set1_rally26_ball12_Clear.mp4,data/poses/10_set1_rally26_ball12_Clear.pkl
10_set1_rally26_ball13_Clear,10,1,26,13,Clear,Clear,B,484.0,353.0,26720,data/clips/Clear/10_set1_rally26_ball13_Clear.mp4,data/poses/10_set1_rally26_ball13_Clear.pkl
10_set1_rally26_ball14_Clear,10,1,26,14,Clear,Clear,A,439.0,613.0,26749,data/clips/Clear/10_set1_rally26_ball14_Clear.mp4,data/poses/10_set1_rally26_ball14_Clear.pkl
10_set1_rally26_ball16_Drop,10,1,26,16,Drop,Drop,A,695.0,555.0,26802,data/clips/Drop/10_set1_rally26_ball16_Drop.mp4,data/poses/10_set1_rally26_ball16_Drop.pkl
10_set1_rally26_ball17_Lift,10,1,26,17,Lift,Lift,B,837.0,417.0,26829,data/clips/Lift/10_set1_rally26_ball17_Lift.mp4,data/poses/10_set1_rally26_ball17_Lift.pkl
10_set1_rally27_ball02_Lift,10,1,27,2,Lift,Lift,B,577.0,402.0,27315,data/clips/Lift/10_set1_rally27_ball02_Lift.mp4,data/poses/10_set1_rally27_ball02_Lift.pkl
10_set1_rally27_ball03_Clear,10,1,27,3,Clear,Clear,A,438.0,595.0,27335,data/clips/Clear/10_set1_rally27_ball03_Clear.mp4,data/poses/10_set1_rally27_ball03_Clear.pkl
10_set1_rally27_ball05_Lift,10,1,27,5,Lift,Lift,A,651.0,548.0,27387,data/clips/Lift/10_set1_rally27_ball05_Lift.mp4,data/poses/10_set1_rally27_ball05_Lift.pkl
10_set1_rally27_ball06_Smash,10,1,27,6,Smash,Steep_Smash,B,517.0,335.0,27417,data/clips/Smash/10_set1_rally27_ball06_Smash.mp4,data/poses/10_set1_rally27_ball06_Smash.pkl
10_set1_rally27_ball08_Lift,10,1,27,8,Lift,Lift,B,513.0,402.0,27452,data/clips/Lift/10_set1_rally27_ball08_Lift.mp4,data/poses/10_set1_rally27_ball08_Lift.pkl
10_set1_rally27_ball09_Clear,10,1,27,9,Clear,Clear,A,860.0,648.0,27484,data/clips/Clear/10_set1_rally27_ball09_Clear.mp4,data/poses/10_set1_rally27_ball09_Clear.pkl
10_set1_rally27_ball11_Drop,10,1,27,11,Drop,Drop,A,486.0,507.0,27529,data/clips/Drop/10_set1_rally27_ball11_Drop.mp4,data/poses/10_set1_rally27_ball11_Drop.pkl
10_set1_rally27_ball12_Drop,10,1,27,12,Drop,Drop,B,493.0,435.0,27560,data/clips/Drop/10_set1_rally27_ball12_Drop.mp4,data/poses/10_set1_rally27_ball12_Drop.pkl
10_set1_rally28_ball02_Drop,10,1,28,2,Drop,Drop,B,721.0,395.0,28025,data/clips/Drop/10_set1_rally28_ball02_Drop.mp4,data/poses/10_set1_rally28_ball02_Drop.pkl
10_set1_rally28_ball03_Lift,10,1,28,3,Lift,Lift,A,758.0,522.0,28045,data/clips/Lift/10_set1_rally28_ball03_Lift.mp4,data/poses/10_set1_rally28_ball03_Lift.pkl
10_set1_rally28_ball04_Clear,10,1,28,4,Clear,Clear,B,776.0,355.0,28070,data/clips/Clear/10_set1_rally28_ball04_Clear.mp4,data/poses/10_set1_rally28_ball04_Clear.pkl
10_set1_rally28_ball05_Clear,10,1,28,5,Clear,Clear,A,810.0,600.0,28090,data/clips/Clear/10_set1_rally28_ball05_Clear.mp4,data/poses/10_set1_rally28_ball05_Clear.pkl
10_set1_rally28_ball06_Clear,10,1,28,6,Clear,Clear,B,780.0,358.0,28119,data/clips/Clear/10_set1_rally28_ball06_Clear.mp4,data/poses/10_set1_rally28_ball06_Clear.pkl
10_set1_rally28_ball07_Smash,10,1,28,7,Smash,Steep_Smash,A,907.0,639.0,28145,data/clips/Smash/10_set1_rally28_ball07_Smash.mp4,data/poses/10_set1_rally28_ball07_Smash.pkl
10_set1_rally28_ball09_Drop,10,1,28,9,Drop,Drop,A,458.0,523.0,28183,data/clips/Drop/10_set1_rally28_ball09_Drop.mp4,data/poses/10_set1_rally28_ball09_Drop.pkl
10_set1_rally28_ball10_Lift,10,1,28,10,Lift,Lift,B,448.0,417.0,28208,data/clips/Lift/10_set1_rally28_ball10_Lift.mp4,data/poses/10_set1_rally28_ball10_Lift.pkl
10_set1_rally28_ball11_Clear,10,1,28,11,Clear,Clear,A,446.0,620.0,28238,data/clips/Clear/10_set1_rally28_ball11_Clear.mp4,data/poses/10_set1_rally28_ball11_Clear.pkl
10_set1_rally28_ball12_Clear,10,1,28,12,Clear,Clear,B,518.0,343.0,28277,data/clips/Clear/10_set1_rally28_ball12_Clear.mp4,data/poses/10_set1_rally28_ball12_Clear.pkl
10_set1_rally28_ball13_Smash,10,1,28,13,Smash,Steep_Smash,A,450.0,604.0,28304,data/clips/Smash/10_set1_rally28_ball13_Smash.mp4,data/poses/10_set1_rally28_ball13_Smash.pkl
10_set1_rally28_ball15_Lift,10,1,28,15,Lift,Lift,A,661.0,528.0,28348,data/clips/Lift/10_set1_rally28_ball15_Lift.mp4,data/poses/10_set1_rally28_ball15_Lift.pkl
10_set1_rally28_ball18_Drop,10,1,28,18,Drop,Drop,B,553.0,414.0,28416,data/clips/Drop/10_set1_rally28_ball18_Drop.mp4,data/poses/10_set1_rally28_ball18_Drop.pkl
10_set1_rally29_ball02_Lift,10,1,29,2,Lift,Lift,B,542.0,402.0,28890,data/clips/Lift/10_set1_rally29_ball02_Lift.mp4,data/poses/10_set1_rally29_ball02_Lift.pkl
10_set1_rally29_ball03_Clear,10,1,29,3,Clear,Clear,A,717.0,606.0,28912,data/clips/Clear/10_set1_rally29_ball03_Clear.mp4,data/poses/10_set1_rally29_ball03_Clear.pkl
10_set1_rally29_ball05_Drop,10,1,29,5,Drop,Drop,A,378.0,548.0,28966,data/clips/Drop/10_set1_rally29_ball05_Drop.mp4,data/poses/10_set1_rally29_ball05_Drop.pkl
10_set1_rally29_ball06_Lift,10,1,29,6,Lift,Lift,B,472.0,417.0,28993,data/clips/Lift/10_set1_rally29_ball06_Lift.mp4,data/poses/10_set1_rally29_ball06_Lift.pkl
10_set1_rally29_ball07_Clear,10,1,29,7,Clear,Clear,A,820.0,655.0,29030,data/clips/Clear/10_set1_rally29_ball07_Clear.mp4,data/poses/10_set1_rally29_ball07_Clear.pkl
10_set1_rally29_ball08_Clear,10,1,29,8,Clear,Clear,B,773.0,357.0,29060,data/clips/Clear/10_set1_rally29_ball08_Clear.mp4,data/poses/10_set1_rally29_ball08_Clear.pkl
10_set1_rally29_ball09_Clear,10,1,29,9,Clear,Clear,A,890.0,641.0,29090,data/clips/Clear/10_set1_rally29_ball09_Clear.mp4,data/poses/10_set1_rally29_ball09_Clear.pkl
10_set1_rally29_ball11_Drop,10,1,29,11,Drop,Drop,A,372.0,539.0,29145,data/clips/Drop/10_set1_rally29_ball11_Drop.mp4,data/poses/10_set1_rally29_ball11_Drop.pkl
10_set1_rally29_ball12_Drop,10,1,29,12,Drop,Drop,B,442.0,427.0,29170,data/clips/Drop/10_set1_rally29_ball12_Drop.mp4,data/poses/10_set1_rally29_ball12_Drop.pkl
10_set1_rally29_ball13_Lift,10,1,29,13,Lift,Lift,A,442.0,480.0,29192,data/clips/Lift/10_set1_rally29_ball13_Lift.mp4,data/poses/10_set1_rally29_ball13_Lift.pkl
10_set1_rally29_ball14_Smash,10,1,29,14,Smash,Smash,B,477.0,352.0,29246,data/clips/Smash/10_set1_rally29_ball14_Smash.mp4,data/poses/10_set1_rally29_ball14_Smash.pkl
10_set1_rally29_ball15_Lift,10,1,29,15,Lift,Defensive_Lift,A,689.0,559.0,29256,data/clips/Lift/10_set1_rally29_ball15_Lift.mp4,data/poses/10_set1_rally29_ball15_Lift.pkl
10_set1_rally29_ball16_Smash,10,1,29,16,Smash,Smash,B,640.0,375.0,29284,data/clips/Smash/10_set1_rally29_ball16_Smash.mp4,data/poses/10_set1_rally29_ball16_Smash.pkl
10_set1_rally30_ball02_Lift,10,1,30,2,Lift,Lift,A,543.0,514.0,30357,data/clips/Lift/10_set1_rally30_ball02_Lift.mp4,data/poses/10_set1_rally30_ball02_Lift.pkl
10_set1_rally30_ball03_Smash,10,1,30,3,Smash,Smash,B,748.0,361.0,30386,data/clips/Smash/10_set1_rally30_ball03_Smash.mp4,data/poses/10_set1_rally30_ball03_Smash.pkl
10_set1_rally31_ball03_Lift,10,1,31,3,Lift,Lift,B,508.0,419.0,30888,data/clips/Lift/10_set1_rally31_ball03_Lift.mp4,data/poses/10_set1_rally31_ball03_Lift.pkl
10_set1_rally31_ball04_Clear,10,1,31,4,Clear,Clear,A,733.0,627.0,30915,data/clips/Clear/10_set1_rally31_ball04_Clear.mp4,data/poses/10_set1_rally31_ball04_Clear.pkl
10_set1_rally31_ball07_Lift,10,1,31,7,Lift,Defensive_Lift,B,561.0,375.0,30976,data/clips/Lift/10_set1_rally31_ball07_Lift.mp4,data/poses/10_set1_rally31_ball07_Lift.pkl
10_set1_rally31_ball08_Smash,10,1,31,8,Smash,Smash,A,766.0,624.0,31005,data/clips/Smash/10_set1_rally31_ball08_Smash.mp4,data/poses/10_set1_rally31_ball08_Smash.pkl
10_set1_rally32_ball02_Lift,10,1,32,2,Lift,Lift,A,519.0,498.0,31529,data/clips/Lift/10_set1_rally32_ball02_Lift.mp4,data/poses/10_set1_rally32_ball02_Lift.pkl
10_set1_rally32_ball03_Smash,10,1,32,3,Smash,Smash,B,743.0,362.0,31559,data/clips/Smash/10_set1_rally32_ball03_Smash.mp4,data/poses/10_set1_rally32_ball03_Smash.pkl
10_set1_rally32_ball05_Drop,10,1,32,5,Drop,Drop,B,690.0,391.0,31590,data/clips/Drop/10_set1_rally32_ball05_Drop.mp4,data/poses/10_set1_rally32_ball05_Drop.pkl
10_set1_rally32_ball06_Lift,10,1,32,6,Lift,Lift,A,776.0,526.0,31605,data/clips/Lift/10_set1_rally32_ball06_Lift.mp4,data/poses/10_set1_rally32_ball06_Lift.pkl
10_set1_rally32_ball08_Drop,10,1,32,8,Drop,Drop,A,522.0,538.0,31644,data/clips/Drop/10_set1_rally32_ball08_Drop.mp4,data/poses/10_set1_rally32_ball08_Drop.pkl
10_set1_rally32_ball09_Drop,10,1,32,9,Drop,Drop,B,511.0,411.0,31671,data/clips/Drop/10_set1_rally32_ball09_Drop.mp4,data/poses/10_set1_rally32_ball09_Drop.pkl
10_set1_rally32_ball10_Drop,10,1,32,10,Drop,Drop,A,642.0,501.0,31693,data/clips/Drop/10_set1_rally32_ball10_Drop.mp4,data/poses/10_set1_rally32_ball10_Drop.pkl
10_set1_rally32_ball11_Drop,10,1,32,11,Drop,Drop,B,620.0,411.0,31713,data/clips/Drop/10_set1_rally32_ball11_Drop.mp4,data/poses/10_set1_rally32_ball11_Drop.pkl
10_set1_rally33_ball05_Lift,10,1,33,5,Lift,Lift,A,471.0,538.0,32250,data/clips/Lift/10_set1_rally33_ball05_Lift.mp4,data/poses/10_set1_rally33_ball05_Lift.pkl
10_set1_rally33_ball06_Smash,10,1,33,6,Smash,Smash,B,732.0,360.0,32273,data/clips/Smash/10_set1_rally33_ball06_Smash.mp4,data/poses/10_set1_rally33_ball06_Smash.pkl
10_set1_rally33_ball08_Drop,10,1,33,8,Drop,Drop,B,698.0,415.0,32306,data/clips/Drop/10_set1_rally33_ball08_Drop.mp4,data/poses/10_set1_rally33_ball08_Drop.pkl
10_set1_rally33_ball09_Drop,10,1,33,9,Drop,Drop,A,627.0,490.0,32330,data/clips/Drop/10_set1_rally33_ball09_Drop.mp4,data/poses/10_set1_rally33_ball09_Drop.pkl
10_set1_rally33_ball10_Lift,10,1,33,10,Lift,Lift,B,493.0,432.0,32351,data/clips/Lift/10_set1_rally33_ball10_Lift.mp4,data/poses/10_set1_rally33_ball10_Lift.pkl
10_set1_rally33_ball11_Smash,10,1,33,11,Smash,Smash,A,638.0,636.0,32402,data/clips/Smash/10_set1_rally33_ball11_Smash.mp4,data/poses/10_set1_rally33_ball11_Smash.pkl
10_set1_rally33_ball13_Drop,10,1,33,13,Drop,Drop,A,818.0,525.0,32434,data/clips/Drop/10_set1_rally33_ball13_Drop.mp4,data/poses/10_set1_rally33_ball13_Drop.pkl
10_set1_rally33_ball14_Drop,10,1,33,14,Drop,Drop,B,843.0,408.0,32458,data/clips/Drop/10_set1_rally33_ball14_Drop.mp4,data/poses/10_set1_rally33_ball14_Drop.pkl
10_set1_rally33_ball15_Drop,10,1,33,15,Drop,Drop,A,844.0,494.0,32480,data/clips/Drop/10_set1_rally33_ball15_Drop.mp4,data/poses/10_set1_rally33_ball15_Drop.pkl
10_set1_rally33_ball16_Lift,10,1,33,16,Lift,Lift,B,816.0,437.0,32502,data/clips/Lift/10_set1_rally33_ball16_Lift.mp4,data/poses/10_set1_rally33_ball16_Lift.pkl
10_set1_rally33_ball17_Smash,10,1,33,17,Smash,Smash,A,807.0,636.0,32554,data/clips/Smash/10_set1_rally33_ball17_Smash.mp4,data/poses/10_set1_rally33_ball17_Smash.pkl
10_set1_rally34_ball03_Drop,10,1,34,3,Drop,Drop,A,824.0,534.0,34008,data/clips/Drop/10_set1_rally34_ball03_Drop.mp4,data/poses/10_set1_rally34_ball03_Drop.pkl
10_set1_rally34_ball04_Drop,10,1,34,4,Drop,Drop,B,804.0,425.0,34030,data/clips/Drop/10_set1_rally34_ball04_Drop.mp4,data/poses/10_set1_rally34_ball04_Drop.pkl
10_set1_rally34_ball05_Lift,10,1,34,5,Lift,Lift,A,833.0,490.0,34050,data/clips/Lift/10_set1_rally34_ball05_Lift.mp4,data/poses/10_set1_rally34_ball05_Lift.pkl
10_set1_rally35_ball02_Lift,10,1,35,2,Lift,Lift,B,736.0,405.0,34513,data/clips/Lift/10_set1_rally35_ball02_Lift.mp4,data/poses/10_set1_rally35_ball02_Lift.pkl
10_set1_rally35_ball03_Smash,10,1,35,3,Smash,Smash,A,749.0,604.0,34540,data/clips/Smash/10_set1_rally35_ball03_Smash.mp4,data/poses/10_set1_rally35_ball03_Smash.pkl
10_set1_rally35_ball05_Drop,10,1,35,5,Drop,Drop,A,680.0,543.0,34575,data/clips/Drop/10_set1_rally35_ball05_Drop.mp4,data/poses/10_set1_rally35_ball05_Drop.pkl
10_set1_rally35_ball06_Lift,10,1,35,6,Lift,Lift,B,644.0,434.0,34598,data/clips/Lift/10_set1_rally35_ball06_Lift.mp4,data/poses/10_set1_rally35_ball06_Lift.pkl
10_set1_rally35_ball09_Lift,10,1,35,9,Lift,Lift,A,794.0,527.0,34666,data/clips/Lift/10_set1_rally35_ball09_Lift.mp4,data/poses/10_set1_rally35_ball09_Lift.pkl
10_set1_rally35_ball10_Clear,10,1,35,10,Clear,Clear,B,560.0,342.0,34695,data/clips/Clear/10_set1_rally35_ball10_Clear.mp4,data/poses/10_set1_rally35_ball10_Clear.pkl
10_set1_rally35_ball13_Lift,10,1,35,13,Lift,Lift,A,496.0,477.0,34775,data/clips/Lift/10_set1_rally35_ball13_Lift.mp4,data/poses/10_set1_rally35_ball13_Lift.pkl
10_set1_rally35_ball15_Lift,10,1,35,15,Lift,Lift,A,868.0,523.0,34832,data/clips/Lift/10_set1_rally35_ball15_Lift.mp4,data/poses/10_set1_rally35_ball15_Lift.pkl
10_set1_rally36_ball02_Lift,10,1,36,2,Lift,Lift,B,512.0,420.0,35296,data/clips/Lift/10_set1_rally36_ball02_Lift.mp4,data/poses/10_set1_rally36_ball02_Lift.pkl
10_set1_rally36_ball03_Clear,10,1,36,3,Clear,Clear,A,832.0,649.0,35324,data/clips/Clear/10_set1_rally36_ball03_Clear.mp4,data/poses/10_set1_rally36_ball03_Clear.pkl
10_set1_rally36_ball04_Clear,10,1,36,4,Clear,Clear,B,549.0,357.0,35349,data/clips/Clear/10_set1_rally36_ball04_Clear.mp4,data/poses/10_set1_rally36_ball04_Clear.pkl
10_set1_rally36_ball05_Smash,10,1,36,5,Smash,Steep_Smash,A,466.0,605.0,35375,data/clips/Smash/10_set1_rally36_ball05_Smash.mp4,data/poses/10_set1_rally36_ball05_Smash.pkl
10_set1_rally36_ball07_Clear,10,1,36,7,Clear,Clear,A,550.0,604.0,35404,data/clips/Clear/10_set1_rally36_ball07_Clear.mp4,data/poses/10_set1_rally36_ball07_Clear.pkl
10_set1_rally36_ball08_Clear,10,1,36,8,Clear,Clear,B,501.0,336.0,35430,data/clips/Clear/10_set1_rally36_ball08_Clear.mp4,data/poses/10_set1_rally36_ball08_Clear.pkl
10_set1_rally36_ball10_Lift,10,1,36,10,Lift,Lift,B,688.0,410.0,35481,data/clips/Lift/10_set1_rally36_ball10_Lift.mp4,data/poses/10_set1_rally36_ball10_Lift.pkl
10_set1_rally36_ball12_Lift,10,1,36,12,Lift,Lift,B,748.0,408.0,35533,data/clips/Lift/10_set1_rally36_ball12_Lift.mp4,data/poses/10_set1_rally36_ball12_Lift.pkl
10_set1_rally36_ball16_Lift,10,1,36,16,Lift,Lift,B,541.0,439.0,35627,data/clips/Lift/10_set1_rally36_ball16_Lift.mp4,data/poses/10_set1_rally36_ball16_Lift.pkl
10_set2_rally01_ball02_Lift,10,2,1,2,Lift,Lift,B,810.0,512.0,39296,data/clips/Lift/10_set2_rally01_ball02_Lift.mp4,data/poses/10_set2_rally01_ball02_Lift.pkl
10_set2_rally02_ball02_Lift,10,2,2,2,Lift,Lift,B,553.0,524.0,39566,data/clips/Lift/10_set2_rally02_ball02_Lift.mp4,data/poses/10_set2_rally02_ball02_Lift.pkl
10_set2_rally03_ball02_Drop,10,2,3,2,Drop,Drop,B,679.0,510.0,39842,data/clips/Drop/10_set2_rally03_ball02_Drop.mp4,data/poses/10_set2_rally03_ball02_Drop.pkl
10_set2_rally03_ball03_Lift,10,2,3,3,Lift,Lift,A,791.0,409.0,39865,data/clips/Lift/10_set2_rally03_ball03_Lift.mp4,data/poses/10_set2_rally03_ball03_Lift.pkl
10_set2_rally04_ball03_Drop,10,2,4,3,Drop,Drop,A,754.0,408.0,40213,data/clips/Drop/10_set2_rally04_ball03_Drop.mp4,data/poses/10_set2_rally04_ball03_Drop.pkl
10_set2_rally04_ball04_Drop,10,2,4,4,Drop,Drop,B,822.0,492.0,40236,data/clips/Drop/10_set2_rally04_ball04_Drop.mp4,data/poses/10_set2_rally04_ball04_Drop.pkl
10_set2_rally04_ball05_Lift,10,2,4,5,Lift,Lift,A,778.0,428.0,40256,data/clips/Lift/10_set2_rally04_ball05_Lift.mp4,data/poses/10_set2_rally04_ball05_Lift.pkl
10_set2_rally04_ball08_Drop,10,2,4,8,Drop,Drop,B,522.0,546.0,40339,data/clips/Drop/10_set2_rally04_ball08_Drop.mp4,data/poses/10_set2_rally04_ball08_Drop.pkl
10_set2_rally04_ball09_Drop,10,2,4,9,Drop,Drop,A,556.0,413.0,40360,data/clips/Drop/10_set2_rally04_ball09_Drop.mp4,data/poses/10_set2_rally04_ball09_Drop.pkl
10_set2_rally04_ball10_Drop,10,2,4,10,Drop,Drop,B,522.0,499.0,40381,data/clips/Drop/10_set2_rally04_ball10_Drop.mp4,data/poses/10_set2_rally04_ball10_Drop.pkl
10_set2_rally05_ball02_Lift,10,2,5,2,Lift,Lift,B,717.0,504.0,40800,data/clips/Lift/10_set2_rally05_ball02_Lift.mp4,data/poses/10_set2_rally05_ball02_Lift.pkl
10_set2_rally05_ball04_Lift,10,2,5,4,Lift,Lift,B,870.0,508.0,40845,data/clips/Lift/10_set2_rally05_ball04_Lift.mp4,data/poses/10_set2_rally05_ball04_Lift.pkl
10_set2_rally05_ball05_Clear,10,2,5,5,Clear,Clear,A,595.0,351.0,40869,data/clips/Clear/10_set2_rally05_ball05_Clear.mp4,data/poses/10_set2_rally05_ball05_Clear.pkl
10_set2_rally05_ball06_Smash,10,2,5,6,Smash,Smash,B,652.0,570.0,40884,data/clips/Smash/10_set2_rally05_ball06_Smash.mp4,data/poses/10_set2_rally05_ball06_Smash.pkl
10_set2_rally06_ball02_Drop,10,2,6,2,Drop,Drop,A,687.0,399.0,41278,data/clips/Drop/10_set2_rally06_ball02_Drop.mp4,data/poses/10_set2_rally06_ball02_Drop.pkl
10_set2_rally06_ball03_Lift,10,2,6,3,Lift,Lift,B,573.0,488.0,41300,data/clips/Lift/10_set2_rally06_ball03_Lift.mp4,data/poses/10_set2_rally06_ball03_Lift.pkl
10_set2_rally06_ball04_Clear,10,2,6,4,Clear,Clear,A,766.0,347.0,41336,data/clips/Clear/10_set2_rally06_ball04_Clear.mp4,data/poses/10_set2_rally06_ball04_Clear.pkl
10_set2_rally06_ball06_Lift,10,2,6,6,Lift,Lift,A,598.0,385.0,41379,data/clips/Lift/10_set2_rally06_ball06_Lift.mp4,data/poses/10_set2_rally06_ball06_Lift.pkl
10_set2_rally06_ball08_Drop,10,2,6,8,Drop,Drop,A,481.0,372.0,41420,data/clips/Drop/10_set2_rally06_ball08_Drop.mp4,data/poses/10_set2_rally06_ball08_Drop.pkl
10_set2_rally06_ball09_Lift,10,2,6,9,Lift,Lift,B,442.0,521.0,41444,data/clips/Lift/10_set2_rally06_ball09_Lift.mp4,data/poses/10_set2_rally06_ball09_Lift.pkl
10_set2_rally06_ball10_Smash,10,2,6,10,Smash,Smash,A,681.0,347.0,41468,data/clips/Smash/10_set2_rally06_ball10_Smash.mp4,data/poses/10_set2_rally06_ball10_Smash.pkl
10_set2_rally07_ball03_Drop,10,2,7,3,Drop,Drop,B,729.0,504.0,41970,data/clips/Drop/10_set2_rally07_ball03_Drop.mp4,data/poses/10_set2_rally07_ball03_Drop.pkl
10_set2_rally07_ball04_Lift,10,2,7,4,Lift,Lift,A,642.0,427.0,41993,data/clips/Lift/10_set2_rally07_ball04_Lift.mp4,data/poses/10_set2_rally07_ball04_Lift.pkl
10_set2_rally08_ball02_Drop,10,2,8,2,Drop,Drop,A,755.0,415.0,42410,data/clips/Drop/10_set2_rally08_ball02_Drop.mp4,data/poses/10_set2_rally08_ball02_Drop.pkl
10_set2_rally08_ball03_Drop,10,2,8,3,Drop,Drop,B,757.0,487.0,42429,data/clips/Drop/10_set2_rally08_ball03_Drop.mp4,data/poses/10_set2_rally08_ball03_Drop.pkl
10_set2_rally08_ball04_Lift,10,2,8,4,Lift,Lift,A,683.0,421.0,42450,data/clips/Lift/10_set2_rally08_ball04_Lift.mp4,data/poses/10_set2_rally08_ball04_Lift.pkl
10_set2_rally08_ball05_Smash,10,2,8,5,Smash,Smash,B,694.0,645.0,42498,data/clips/Smash/10_set2_rally08_ball05_Smash.mp4,data/poses/10_set2_rally08_ball05_Smash.pkl
10_set2_rally09_ball02_Lift,10,2,9,2,Lift,Lift,B,537.0,520.0,43182,data/clips/Lift/10_set2_rally09_ball02_Lift.mp4,data/poses/10_set2_rally09_ball02_Lift.pkl
10_set2_rally09_ball05_Lift,10,2,9,5,Lift,Lift,A,516.0,413.0,43253,data/clips/Lift/10_set2_rally09_ball05_Lift.mp4,data/poses/10_set2_rally09_ball05_Lift.pkl
10_set2_rally09_ball06_Smash,10,2,9,6,Smash,Smash,B,697.0,622.0,43290,data/clips/Smash/10_set2_rally09_ball06_Smash.mp4,data/poses/10_set2_rally09_ball06_Smash.pkl
10_set2_rally09_ball08_Drop,10,2,9,8,Drop,Drop,B,737.0,534.0,43319,data/clips/Drop/10_set2_rally09_ball08_Drop.mp4,data/poses/10_set2_rally09_ball08_Drop.pkl
10_set2_rally09_ball09_Drop,10,2,9,9,Drop,Drop,A,628.0,389.0,43343,data/clips/Drop/10_set2_rally09_ball09_Drop.mp4,data/poses/10_set2_rally09_ball09_Drop.pkl
10_set2_rally09_ball10_Lift,10,2,9,10,Lift,Lift,B,458.0,504.0,43368,data/clips/Lift/10_set2_rally09_ball10_Lift.mp4,data/poses/10_set2_rally09_ball10_Lift.pkl
10_set2_rally09_ball11_Clear,10,2,9,11,Clear,Clear,A,782.0,337.0,43405,data/clips/Clear/10_set2_rally09_ball11_Clear.mp4,data/poses/10_set2_rally09_ball11_Clear.pkl
10_set2_rally09_ball12_Smash,10,2,9,12,Smash,Smash,B,804.0,625.0,43436,data/clips/Smash/10_set2_rally09_ball12_Smash.mp4,data/poses/10_set2_rally09_ball12_Smash.pkl
10_set2_rally10_ball02_Drop,10,2,10,2,Drop,Drop,B,794.0,506.0,43880,data/clips/Drop/10_set2_rally10_ball02_Drop.mp4,data/poses/10_set2_rally10_ball02_Drop.pkl
10_set2_rally10_ball03_Lift,10,2,10,3,Lift,Lift,A,820.0,422.0,43902,data/clips/Lift/10_set2_rally10_ball03_Lift.mp4,data/poses/10_set2_rally10_ball03_Lift.pkl
10_set2_rally10_ball04_Smash,10,2,10,4,Smash,Steep_Smash,B,696.0,648.0,43948,data/clips/Smash/10_set2_rally10_ball04_Smash.mp4,data/poses/10_set2_rally10_ball04_Smash.pkl
10_set2_rally10_ball05_Lift,10,2,10,5,Lift,Defensive_Lift,A,593.0,376.0,43960,data/clips/Lift/10_set2_rally10_ball05_Lift.mp4,data/poses/10_set2_rally10_ball05_Lift.pkl
10_set2_rally10_ball06_Clear,10,2,10,6,Clear,Clear,B,707.0,651.0,43995,data/clips/Clear/10_set2_rally10_ball06_Clear.mp4,data/poses/10_set2_rally10_ball06_Clear.pkl
10_set2_rally10_ball09_Lift,10,2,10,9,Lift,Lift,A,431.0,410.0,44073,data/clips/Lift/10_set2_rally10_ball09_Lift.mp4,data/poses/10_set2_rally10_ball09_Lift.pkl
10_set2_rally10_ball10_Smash,10,2,10,10,Smash,Smash,B,620.0,604.0,44119,data/clips/Smash/10_set2_rally10_ball10_Smash.mp4,data/poses/10_set2_rally10_ball10_Smash.pkl
10_set2_rally11_ball02_Lift,10,2,11,2,Lift,Lift,A,522.0,396.0,44620,data/clips/Lift/10_set2_rally11_ball02_Lift.mp4,data/poses/10_set2_rally11_ball02_Lift.pkl
10_set2_rally11_ball03_Clear,10,2,11,3,Clear,Clear,B,814.0,631.0,44649,data/clips/Clear/10_set2_rally11_ball03_Clear.mp4,data/poses/10_set2_rally11_ball03_Clear.pkl
10_set2_rally11_ball04_Clear,10,2,11,4,Clear,Clear,A,439.0,333.0,44684,data/clips/Clear/10_set2_rally11_ball04_Clear.mp4,data/poses/10_set2_rally11_ball04_Clear.pkl
