rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,match_name,set_num,tournament,year,winner,loser,stroke_type_english,clip_name
7,7.0,01:04:53,97347.0,5,2,B,2,長球,1.0,,2.0,9.0,742.0,326.0,1.0,3.0,830.0,636.0,,,,,9.0,715.0,328.0,8.0,656.0,571.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally7_ball7_Clear.mp4
7,12.0,01:04:59,97478.0,5,2,A,2,長球,,,2.0,4.0,475.0,648.0,1.0,3.0,506.0,329.0,,,,,9.0,573.0,651.0,8.0,637.0,366.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally7_ball12_Clear.mp4
7,13.0,01:05:00,97511.0,5,2,B,2,殺球,,,1.0,3.0,506.0,329.0,2.0,5.0,805.0,573.0,,,,,8.0,542.0,330.0,8.0,622.0,599.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally7_ball13_Smash.mp4
8,2.0,01:05:23,98093.0,5,3,A,2,殺球,1.0,,1.0,5.0,827.0,627.0,2.0,8.0,741.0,373.0,,,,,9.0,789.0,634.0,8.0,657.0,362.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally8_ball2_Smash.mp4
8,7.0,01:05:28,98214.0,5,3,B,2,長球,1.0,,2.0,6.0,789.0,334.0,1.0,3.0,846.0,642.0,,,,,4.0,761.0,324.0,8.0,662.0,565.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally8_ball7_Clear.mp4
8,8.0,01:05:30,98254.0,5,3,A,2,長球,1.0,,2.0,3.0,846.0,642.0,1.0,3.0,511.0,316.0,,,,,3.0,809.0,650.0,8.0,676.0,355.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally8_ball8_Clear.mp4
8,9.0,01:05:31,98288.0,5,3,B,2,長球,,,2.0,3.0,511.0,316.0,1.0,3.0,844.0,639.0,,,,,8.0,545.0,331.0,8.0,627.0,581.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally8_ball9_Clear.mp4
8,12.0,01:05:34,98366.0,5,3,A,2,長球,,,2.0,9.0,490.0,651.0,1.0,4.0,772.0,324.0,,,,,9.0,576.0,632.0,8.0,642.0,364.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally8_ball12_Clear.mp4
8,13.0,01:05:35,98394.0,5,3,B,3,長球,1.0,,2.0,4.0,772.0,324.0,1.0,3.0,850.0,660.0,落點判斷失誤,對手落點判斷失誤,B,,8.0,720.0,334.0,8.0,664.0,597.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally8_ball13_Clear.mp4
9,8.0,01:06:43,100077.0,6,3,A,2,殺球,,,1.0,9.0,487.0,641.0,2.0,8.0,528.0,365.0,,,,,9.0,558.0,640.0,8.0,614.0,355.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally9_ball8_Smash.mp4
9,13.0,01:06:47,100199.0,6,3,B,2,殺球,,,1.0,5.0,512.0,331.0,2.0,8.0,503.0,574.0,,,,,8.0,532.0,336.0,8.0,600.0,590.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally9_ball13_Smash.mp4
10,6.0,01:07:47,101677.0,7,3,B,2,殺球,1.0,,1.0,8.0,731.0,348.0,2.0,6.0,489.0,570.0,,,,,9.0,697.0,324.0,8.0,638.0,573.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally10_ball6_Smash.mp4
10,15.0,01:07:55,101898.0,7,3,A,2,長球,1.0,,2.0,3.0,847.0,644.0,1.0,5.0,513.0,334.0,,,,,3.0,847.0,644.0,8.0,694.0,361.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally10_ball15_Clear.mp4
10,18.0,01:07:59,101975.0,7,3,B,2,長球,,,2.0,8.0,538.0,336.0,1.0,9.0,500.0,641.0,,,,,8.0,597.0,335.0,8.0,655.0,573.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally10_ball18_Clear.mp4
10,19.0,01:08:00,102001.0,7,3,A,2,殺球,,,1.0,9.0,500.0,641.0,2.0,6.0,784.0,367.0,,,,,9.0,552.0,635.0,8.0,601.0,345.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally10_ball19_Smash.mp4
11,6.0,01:08:47,103193.0,7,4,B,2,長球,,,2.0,8.0,527.0,337.0,1.0,9.0,497.0,643.0,,,,,9.0,546.0,321.0,8.0,631.0,588.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally11_ball6_Clear.mp4
11,7.0,01:08:48,103216.0,7,4,A,2,殺球,,,1.0,9.0,497.0,643.0,2.0,8.0,750.0,367.0,,,,,8.0,567.0,628.0,8.0,595.0,341.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally11_ball7_Smash.mp4
11,10.0,01:08:50,103272.0,7,4,B,2,長球,,,2.0,8.0,535.0,332.0,1.0,9.0,489.0,639.0,,,,,8.0,606.0,339.0,8.0,635.0,585.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally11_ball10_Clear.mp4
12,2.0,01:09:18,103951.0,7,5,A,2,長球,1.0,,2.0,9.0,802.0,650.0,1.0,3.0,516.0,326.0,,,,,9.0,795.0,634.0,8.0,656.0,365.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally12_ball2_Clear.mp4
13,2.0,01:09:41,104543.0,8,5,A,2,長球,,,2.0,4.0,485.0,636.0,1.0,8.0,710.0,342.0,,,,,9.0,537.0,635.0,8.0,631.0,365.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally13_ball2_Clear.mp4
13,3.0,01:09:42,104566.0,8,5,B,2,殺球,1.0,,1.0,8.0,710.0,342.0,2.0,8.0,517.0,578.0,,,,,8.0,679.0,330.0,8.0,633.0,610.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally13_ball3_Smash.mp4
14,3.0,01:10:14,105371.0,9,5,A,2,殺球,,,1.0,6.0,485.0,620.0,2.0,8.0,528.0,379.0,,,,,9.0,543.0,635.0,8.0,618.0,361.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally14_ball3_Smash.mp4
14,13.0,01:10:23,105583.0,9,5,A,2,殺球,,,1.0,8.0,508.0,624.0,2.0,8.0,598.0,381.0,,,,,8.0,563.0,623.0,8.0,613.0,365.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally14_ball13_Smash.mp4
15,2.0,01:11:01,106548.0,9,6,B,3,殺球,1.0,,2.0,8.0,729.0,340.0,1.0,6.0,447.0,617.0,對手落地致勝,落地致勝,B,,8.0,754.0,331.0,8.0,673.0,578.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally15_ball2_Smash.mp4
16,8.0,01:11:23,107079.0,9,7,A,2,殺球,,,1.0,4.0,466.0,635.0,2.0,8.0,526.0,374.0,,,,,9.0,496.0,655.0,8.0,618.0,358.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally16_ball8_Smash.mp4
17,2.0,01:11:44,107609.0,9,8,A,2,殺球,,,1.0,9.0,531.0,634.0,2.0,8.0,630.0,360.0,,,,,8.0,542.0,624.0,8.0,633.0,360.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally17_ball2_Smash.mp4
17,10.0,01:11:50,107754.0,9,8,A,2,長球,,,2.0,4.0,479.0,634.0,1.0,5.0,509.0,330.0,,,,,9.0,516.0,648.0,8.0,610.0,362.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally17_ball10_Clear.mp4
19,16.0,01:12:50,109251.0,10,9,B,2,殺球,1.0,,1.0,6.0,770.0,333.0,2.0,8.0,784.0,602.0,,,,,6.0,770.0,329.0,8.0,661.0,598.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally19_ball16_Smash.mp4
20,2.0,01:13:40,110506.0,11,9,A,2,長球,,,2.0,4.0,472.0,640.0,1.0,9.0,545.0,326.0,,,,,8.0,530.0,620.0,8.0,635.0,367.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally20_ball2_Clear.mp4
20,10.0,01:13:47,110683.0,11,9,A,2,殺球,,,1.0,4.0,474.0,635.0,2.0,5.0,516.0,361.0,,,,,9.0,536.0,640.0,8.0,593.0,369.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally20_ball10_Smash.mp4
20,13.0,01:13:50,110756.0,11,9,B,2,長球,,,2.0,5.0,515.0,333.0,1.0,9.0,507.0,652.0,,,,,9.0,552.0,327.0,8.0,551.0,553.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally20_ball13_Clear.mp4
21,8.0,01:15:29,113239.0,12,9,B,2,殺球,,,1.0,9.0,791.0,633.0,2.0,8.0,645.0,385.0,,,,,9.0,772.0,656.0,8.0,656.0,359.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally21_ball8_Smash.mp4
21,15.0,01:15:35,113384.0,12,9,A,2,殺球,,,1.0,8.0,759.0,351.0,2.0,8.0,669.0,581.0,,,,,8.0,727.0,365.0,8.0,679.0,566.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally21_ball15_Smash.mp4
22,3.0,01:15:59,113988.0,13,9,A,2,長球,1.0,,2.0,8.0,526.0,333.0,1.0,8.0,796.0,625.0,,,,,9.0,546.0,325.0,8.0,615.0,572.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally22_ball3_Clear.mp4
22,4.0,01:16:00,114023.0,13,9,B,2,長球,,,2.0,8.0,796.0,625.0,1.0,9.0,534.0,319.0,,,,,9.0,804.0,637.0,8.0,660.0,351.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally22_ball4_Clear.mp4
22,10.0,01:16:07,114175.0,13,9,B,2,長球,,,2.0,9.0,795.0,633.0,1.0,9.0,743.0,316.0,,,,,9.0,745.0,651.0,8.0,656.0,362.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally22_ball10_Clear.mp4
22,11.0,01:16:08,114210.0,13,9,A,2,長球,,,2.0,9.0,743.0,316.0,1.0,3.0,825.0,644.0,,,,,9.0,722.0,325.0,8.0,658.0,587.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally22_ball11_Clear.mp4
22,12.0,01:16:09,114244.0,13,9,B,2,長球,,,2.0,3.0,825.0,644.0,1.0,6.0,778.0,341.0,,,,,3.0,808.0,634.0,8.0,681.0,355.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally22_ball12_Clear.mp4
22,16.0,01:16:14,114367.0,13,9,B,2,長球,,,2.0,9.0,804.0,636.0,1.0,8.0,529.0,333.0,,,,,9.0,765.0,647.0,8.0,686.0,364.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally22_ball16_Clear.mp4
23,10.0,01:16:48,115215.0,13,10,B,2,長球,,1.0,2.0,4.0,461.0,653.0,1.0,3.0,515.0,322.0,,,,,9.0,593.0,641.0,8.0,609.0,383.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally23_ball10_Clear.mp4
23,16.0,01:16:55,115382.0,13,10,B,2,長球,,,2.0,3.0,819.0,633.0,1.0,5.0,498.0,339.0,,,,,9.0,785.0,650.0,8.0,669.0,365.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally23_ball16_Clear.mp4
23,19.0,01:16:58,115462.0,13,10,A,2,長球,,,2.0,6.0,761.0,332.0,1.0,3.0,837.0,637.0,,,,,8.0,705.0,330.0,8.0,668.0,575.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally23_ball19_Clear.mp4
23,20.0,01:16:59,115491.0,13,10,B,3,殺球,,,2.0,3.0,837.0,637.0,1.0,6.0,832.0,349.0,對手落地致勝,落地致勝,B,,3.0,809.0,639.0,8.0,666.0,350.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally23_ball20_Smash.mp4
24,3.0,01:17:30,116273.0,13,11,B,2,長球,,,2.0,3.0,811.0,636.0,1.0,6.0,762.0,332.0,,,,,9.0,744.0,641.0,8.0,658.0,364.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally24_ball3_Clear.mp4
25,5.0,01:17:55,116875.0,14,11,B,2,殺球,,,1.0,9.0,802.0,634.0,2.0,8.0,747.0,351.0,,,,,9.0,757.0,636.0,8.0,658.0,350.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally25_ball5_Smash.mp4
25,10.0,01:17:59,116977.0,14,11,A,2,長球,,,2.0,4.0,761.0,324.0,1.0,3.0,812.0,646.0,,,,,8.0,726.0,329.0,8.0,669.0,564.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally25_ball10_Clear.mp4
25,23.0,01:18:11,117287.0,14,11,B,2,長球,,,2.0,3.0,811.0,652.0,1.0,6.0,765.0,337.0,,,,,9.0,759.0,634.0,8.0,666.0,363.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally25_ball23_Clear.mp4
26,4.0,01:19:18,118972.0,15,11,B,2,殺球,,,1.0,8.0,803.0,628.0,2.0,8.0,546.0,367.0,,,,,9.0,782.0,646.0,8.0,698.0,356.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally26_ball4_Smash.mp4
26,9.0,01:19:23,119099.0,15,11,A,2,殺球,,,1.0,8.0,683.0,344.0,2.0,8.0,529.0,579.0,,,,,9.0,646.0,327.0,8.0,644.0,575.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally26_ball9_Smash.mp4
26,15.0,01:19:29,119237.0,15,11,A,2,殺球,,,1.0,8.0,730.0,341.0,2.0,8.0,513.0,560.0,,,,,9.0,655.0,325.0,8.0,622.0,570.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally26_ball15_Smash.mp4
26,20.0,01:19:34,119351.0,15,11,B,2,長球,,,2.0,9.0,797.0,644.0,1.0,8.0,549.0,333.0,,,,,9.0,721.0,645.0,8.0,693.0,378.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally26_ball20_Clear.mp4
26,24.0,01:19:38,119457.0,15,11,B,2,長球,,,2.0,3.0,834.0,646.0,1.0,6.0,777.0,336.0,,,,,9.0,713.0,632.0,8.0,693.0,361.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally26_ball24_Clear.mp4
26,25.0,01:19:39,119484.0,15,11,A,2,長球,,,2.0,6.0,777.0,336.0,1.0,3.0,825.0,646.0,,,,,8.0,753.0,331.0,8.0,700.0,582.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally26_ball25_Clear.mp4
26,26.0,01:19:40,119515.0,15,11,B,2,殺球,,,1.0,3.0,825.0,646.0,2.0,8.0,534.0,372.0,,,,,9.0,796.0,652.0,8.0,674.0,357.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally26_ball26_Smash.mp4
26,30.0,01:19:44,119618.0,15,11,B,2,長球,,,2.0,9.0,774.0,654.0,1.0,8.0,540.0,348.0,,,,,9.0,699.0,636.0,8.0,681.0,366.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally26_ball30_Clear.mp4
26,31.0,01:19:45,119638.0,15,11,A,2,殺球,1.0,,1.0,8.0,540.0,348.0,2.0,6.0,476.0,579.0,,,,,8.0,575.0,335.0,8.0,649.0,604.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally26_ball31_Smash.mp4
26,33.0,01:19:46,119672.0,15,11,A,2,殺球,,,1.0,8.0,691.0,344.0,2.0,8.0,690.0,593.0,,,,,8.0,635.0,344.0,8.0,609.0,588.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally26_ball33_Smash.mp4
26,40.0,01:19:54,119863.0,15,11,B,2,長球,1.0,,2.0,4.0,455.0,647.0,1.0,8.0,755.0,335.0,,,,,9.0,551.0,651.0,8.0,614.0,364.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally26_ball40_Clear.mp4
26,41.0,01:19:55,119891.0,15,11,A,2,長球,,,1.0,8.0,755.0,335.0,2.0,3.0,810.0,648.0,,,,,8.0,717.0,334.0,8.0,648.0,575.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally26_ball41_Clear.mp4
28,2.0,01:21:33,122339.0,15,13,A,2,殺球,1.0,,1.0,8.0,556.0,332.0,2.0,8.0,504.0,572.0,,,,,8.0,555.0,340.0,8.0,635.0,564.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally28_ball2_Smash.mp4
29,2.0,01:21:58,122950.0,15,14,A,2,長球,,,2.0,8.0,743.0,338.0,1.0,4.0,451.0,648.0,,,,,8.0,709.0,335.0,8.0,644.0,570.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally29_ball2_Clear.mp4
29,3.0,01:21:59,122976.0,15,14,B,2,長球,1.0,,2.0,4.0,451.0,648.0,1.0,8.0,751.0,332.0,,,,,8.0,499.0,624.0,8.0,634.0,348.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally29_ball3_Clear.mp4
29,4.0,01:22:00,123012.0,15,14,A,2,長球,,,2.0,8.0,751.0,332.0,1.0,9.0,770.0,635.0,,,,,9.0,701.0,322.0,8.0,645.0,576.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally29_ball4_Clear.mp4
29,8.0,01:22:04,123112.0,15,14,A,2,長球,,,2.0,8.0,754.0,341.0,1.0,3.0,817.0,633.0,,,,,8.0,702.0,333.0,8.0,627.0,562.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally29_ball8_Clear.mp4
29,9.0,01:22:05,123137.0,15,14,B,3,殺球,,,2.0,3.0,817.0,633.0,1.0,5.0,444.0,369.0,對手落地致勝,落地致勝,B,,8.0,777.0,625.0,8.0,683.0,346.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally29_ball9_Smash.mp4
30,9.0,01:23:17,124936.0,15,15,B,2,長球,,,2.0,9.0,799.0,646.0,1.0,4.0,758.0,328.0,,,,,9.0,707.0,635.0,8.0,656.0,356.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally30_ball9_Clear.mp4
30,18.0,01:23:26,125173.0,15,15,A,2,長球,,,2.0,6.0,773.0,332.0,1.0,3.0,836.0,632.0,,,,,9.0,736.0,327.0,8.0,676.0,559.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set3_rally30_ball18_Clear.mp4
30,19.0,01:23:27,125197.0,15,15,B,3,殺球,,,2.0,3.0,836.0,632.0,1.0,6.0,805.0,356.0,對手落地致勝,落地致勝,B,,8.0,803.0,628.0,8.0,679.0,349.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,3,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set3_rally30_ball19_Smash.mp4
