rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,match_name,set_num,stroke_type_english,clip_name
32,4.0,0:29:55,44890.0,20,12,B,3,殺球,1.0,,1.0,8.0,747.0,315.0,,11.0,923.0,589.0,出界,對手出界,A,,8.0,747.0,313.0,8.0,649.0,570.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,1,Smash,05_set1_rally32_ball4_Smash.mp4
33,9.0,0:30:16,45424.0,20,13,A,2,挑球,,,2.0,2.0,453.0,477.0,,4.0,787.0,305.0,,,,,2.0,495.0,493.0,8.0,560.0,373.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,1,Lift,05_set1_rally33_ball9_Lift.mp4
34,9.0,0:30:45,46146.0,21,13,B,2,挑球,,,2.0,5.0,482.0,384.0,,8.0,689.0,554.0,,,,,8.0,534.0,379.0,8.0,493.0,613.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,1,Lift,05_set1_rally34_ball9_Lift.mp4
34,14.0,0:30:52,46308.0,21,13,A,3,殺球,,,1.0,3.0,805.0,628.0,1.0,5.0,473.0,351.0,對手落地致勝,落地致勝,A,,9.0,779.0,626.0,8.0,647.0,342.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,1,Smash,05_set1_rally34_ball14_Smash.mp4
1,4.0,0:33:15,49886.0,0,1,B,3,殺球,,,1.0,9.0,482.0,636.0,1.0,6.0,813.0,347.0,對手落地致勝,落地致勝,B,,4.0,477.0,638.0,8.0,639.0,339.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally1_ball4_Smash.mp4
4,10.0,0:34:29,51737.0,2,2,A,2,挑球,,,2.0,2.0,832.0,432.0,,3.0,825.0,639.0,,,,,2.0,805.0,422.0,7.0,756.0,507.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally4_ball10_Lift.mp4
4,11.0,0:34:31,51783.0,2,2,B,3,殺球,,,1.0,3.0,825.0,639.0,2.0,15.0,428.0,339.0,出界,對手出界,A,,3.0,811.0,639.0,8.0,712.0,341.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally4_ball11_Smash.mp4
6,4.0,0:35:19,52999.0,2,4,A,2,挑球,,,2.0,2.0,841.0,416.0,,3.0,856.0,649.0,,,,,2.0,799.0,403.0,8.0,722.0,512.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally6_ball4_Lift.mp4
6,9.0,0:35:24,53109.0,2,4,B,2,殺球,,,1.0,3.0,835.0,628.0,,6.0,801.0,336.0,,,,,8.0,785.0,611.0,8.0,693.0,341.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally6_ball9_Smash.mp4
9,4.0,0:36:28,54707.0,2,7,A,2,殺球,,,1.0,9.0,540.0,306.0,,5.0,843.0,568.0,,,,,9.0,540.0,309.0,8.0,630.0,572.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally9_ball4_Smash.mp4
9,8.0,0:36:31,54788.0,2,7,A,2,挑球,,,2.0,2.0,822.0,426.0,,5.0,849.0,567.0,,,,,2.0,775.0,406.0,7.0,759.0,508.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally9_ball8_Lift.mp4
10,2.0,0:37:22,56058.0,3,7,A,2,挑球,,,2.0,2.0,783.0,392.0,,4.0,440.0,633.0,,,,,7.0,735.0,388.0,8.0,639.0,542.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally10_ball2_Lift.mp4
10,5.0,0:37:24,56124.0,3,7,B,2,挑球,,,2.0,7.0,746.0,507.0,,4.0,786.0,311.0,,,,,8.0,721.0,517.0,8.0,650.0,348.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally10_ball5_Lift.mp4
10,8.0,0:37:27,56189.0,3,7,A,2,挑球,,,2.0,6.0,800.0,381.0,,8.0,548.0,620.0,,,,,8.0,763.0,376.0,8.0,754.0,545.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally10_ball8_Lift.mp4
10,13.0,0:37:31,56294.0,3,7,B,2,挑球,,,2.0,1.0,819.0,476.0,,4.0,804.0,299.0,,,,,1.0,815.0,482.0,8.0,721.0,373.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally10_ball13_Lift.mp4
10,16.0,0:37:35,56376.0,3,7,A,2,挑球,,,2.0,2.0,808.0,412.0,,3.0,807.0,658.0,,,,,7.0,770.0,407.0,8.0,734.0,513.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally10_ball16_Lift.mp4
10,19.0,0:37:38,56457.0,3,7,B,2,挑球,,,2.0,1.0,842.0,488.0,,4.0,815.0,302.0,,,,,1.0,797.0,499.0,8.0,711.0,371.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally10_ball19_Lift.mp4
11,7.0,0:38:12,57324.0,3,8,A,2,殺球,,,1.0,9.0,674.0,306.0,,8.0,493.0,568.0,,,,,9.0,672.0,305.0,8.0,689.0,564.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally11_ball7_Smash.mp4
11,11.0,0:38:15,57394.0,3,8,A,2,挑球,,,2.0,2.0,799.0,412.0,,3.0,838.0,656.0,,,,,7.0,759.0,394.0,8.0,680.0,515.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally11_ball11_Lift.mp4
11,14.0,0:38:18,57471.0,3,8,B,2,挑球,,,2.0,1.0,820.0,476.0,,3.0,524.0,307.0,,,,,1.0,786.0,504.0,8.0,703.0,361.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally11_ball14_Lift.mp4
11,16.0,0:38:21,57538.0,3,8,B,2,殺球,,,1.0,3.0,835.0,640.0,,8.0,534.0,353.0,,,,,9.0,765.0,633.0,8.0,679.0,328.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally11_ball16_Smash.mp4
11,21.0,0:38:26,57654.0,3,8,A,2,挑球,,,2.0,7.0,756.0,407.0,,3.0,833.0,646.0,,,,,7.0,716.0,394.0,8.0,642.0,547.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally11_ball21_Lift.mp4
11,25.0,0:38:30,57768.0,3,8,A,3,挑球,,,2.0,2.0,814.0,420.0,,13.0,423.0,674.0,出界,對手出界,B,,7.0,773.0,412.0,8.0,742.0,521.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally11_ball25_Lift.mp4
13,2.0,0:39:21,59047.0,4,9,B,2,挑球,,,2.0,7.0,707.0,480.0,,3.0,509.0,310.0,,,,,7.0,672.0,499.0,8.0,646.0,370.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally13_ball2_Lift.mp4
13,6.0,0:39:25,59125.0,4,9,B,3,殺球,1.0,,1.0,6.0,483.0,596.0,2.0,6.0,791.0,316.0,對手落地致勝,落地致勝,B,,8.0,524.0,593.0,8.0,604.0,359.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally13_ball6_Smash.mp4
14,2.0,0:39:42,59556.0,4,10,A,2,挑球,,,2.0,,,,,3.0,833.0,649.0,,,,,2.0,782.0,414.0,7.0,749.0,498.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally14_ball2_Lift.mp4
14,4.0,0:39:45,59626.0,4,10,A,2,挑球,,,2.0,6.0,793.0,358.0,,9.0,548.0,629.0,,,,,8.0,750.0,350.0,8.0,783.0,609.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally14_ball4_Lift.mp4
14,5.0,0:39:46,59651.0,4,10,B,2,殺球,1.0,,1.0,9.0,548.0,629.0,,5.0,470.0,335.0,,,,,8.0,599.0,613.0,8.0,682.0,340.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally14_ball5_Smash.mp4
15,3.0,0:40:08,60224.0,5,10,B,3,殺球,1.0,,1.0,8.0,488.0,611.0,2.0,11.0,868.0,333.0,出界,對手出界,A,,8.0,563.0,605.0,8.0,618.0,354.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally15_ball3_Smash.mp4
16,4.0,0:40:28,60713.0,6,10,B,2,殺球,,,1.0,3.0,831.0,639.0,,5.0,502.0,346.0,,,,,9.0,799.0,640.0,8.0,709.0,339.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally16_ball4_Smash.mp4
16,9.0,0:40:32,60823.0,6,10,A,2,挑球,,,2.0,2.0,803.0,391.0,,4.0,446.0,632.0,,,,,8.0,761.0,384.0,8.0,722.0,542.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally16_ball9_Lift.mp4
17,5.0,0:41:23,62087.0,6,11,A,3,挑球,,,2.0,2.0,804.0,431.0,,13.0,770.0,676.0,出界,對手出界,B,,7.0,758.0,408.0,7.0,767.0,489.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally17_ball5_Lift.mp4
18,10.0,0:42:47,64192.0,6,12,A,2,挑球,,,2.0,2.0,807.0,405.0,,3.0,857.0,650.0,,,,,7.0,755.0,392.0,8.0,658.0,537.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally18_ball10_Lift.mp4
18,13.0,0:42:50,64266.0,6,12,B,2,挑球,,,2.0,1.0,830.0,494.0,,4.0,767.0,304.0,,,,,7.0,763.0,504.0,8.0,698.0,367.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally18_ball13_Lift.mp4
19,8.0,0:43:15,64877.0,6,13,A,2,挑球,,,2.0,7.0,771.0,412.0,,9.0,506.0,647.0,,,,,7.0,724.0,394.0,8.0,586.0,537.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally19_ball8_Lift.mp4
19,12.0,0:43:19,64985.0,6,13,A,3,挑球,,,2.0,2.0,833.0,409.0,,13.0,753.0,670.0,出界,對手出界,B,,2.0,786.0,394.0,8.0,708.0,539.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally19_ball12_Lift.mp4
23,10.0,0:44:45,67132.0,8,15,B,2,挑球,,,2.0,1.0,849.0,455.0,,9.0,757.0,295.0,,,,,1.0,789.0,472.0,7.0,742.0,397.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally23_ball10_Lift.mp4
24,4.0,0:45:15,67887.0,8,16,B,2,殺球,1.0,,1.0,4.0,470.0,639.0,,5.0,517.0,338.0,,,,,8.0,551.0,586.0,8.0,628.0,336.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally24_ball4_Smash.mp4
24,7.0,0:45:17,67944.0,8,16,A,2,挑球,,,2.0,2.0,799.0,426.0,,3.0,876.0,651.0,,,,,6.0,788.0,383.0,8.0,690.0,539.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally24_ball7_Lift.mp4
24,9.0,0:45:20,68007.0,8,16,A,2,殺球,,,1.0,4.0,803.0,298.0,1.0,8.0,686.0,552.0,,,,,4.0,799.0,301.0,8.0,720.0,582.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally24_ball9_Smash.mp4
25,6.0,0:45:44,68605.0,8,17,A,2,殺球,,,1.0,9.0,530.0,297.0,,6.0,473.0,551.0,,,,,9.0,535.0,297.0,8.0,541.0,587.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally25_ball6_Smash.mp4
25,21.0,0:46:00,69013.0,8,17,B,3,殺球,1.0,,1.0,4.0,461.0,629.0,2.0,5.0,456.0,332.0,對手落地致勝,落地致勝,B,,6.0,461.0,617.0,8.0,616.0,338.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally25_ball21_Smash.mp4
31,15.0,0:48:21,72532.0,11,20,A,2,挑球,,,2.0,2.0,803.0,431.0,,3.0,851.0,653.0,,,,,7.0,770.0,407.0,8.0,739.0,529.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally31_ball15_Lift.mp4
31,22.0,0:48:28,72717.0,11,20,B,2,殺球,1.0,,1.0,4.0,461.0,627.0,,5.0,494.0,332.0,,,,,8.0,484.0,616.0,8.0,614.0,326.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Smash,05_set2_rally31_ball22_Smash.mp4
31,25.0,0:48:31,72780.0,11,20,A,3,挑球,,,2.0,2.0,798.0,428.0,2.0,3.0,849.0,660.0,對手落地致勝,落地致勝,A,,7.0,772.0,411.0,8.0,700.0,519.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally31_ball25_Lift.mp4
32,5.0,0:49:03,73577.0,11,21,A,2,挑球,,,2.0,2.0,779.0,410.0,,3.0,839.0,648.0,,,,,8.0,768.0,381.0,8.0,693.0,562.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,2,Lift,05_set2_rally32_ball5_Lift.mp4
1,10.0,0:51:41,77534.0,0,1,A,2,挑球,,,2.0,2.0,450.0,470.0,,4.0,761.0,301.0,,,,,2.0,465.0,504.0,8.0,575.0,364.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally1_ball10_Lift.mp4
1,11.0,0:51:42,77565.0,0,1,B,3,殺球,1.0,,1.0,4.0,761.0,301.0,,5.0,899.0,599.0,對手落地致勝,落地致勝,B,,9.0,718.0,300.0,8.0,606.0,551.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally1_ball11_Smash.mp4
2,9.0,0:52:06,78161.0,1,1,B,2,殺球,,,1.0,3.0,519.0,302.0,1.0,8.0,501.0,559.0,,,,,9.0,567.0,295.0,8.0,583.0,558.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally2_ball9_Smash.mp4
2,16.0,0:52:12,78313.0,1,1,A,2,挑球,,,2.0,2.0,439.0,460.0,,3.0,516.0,302.0,,,,,2.0,470.0,477.0,8.0,553.0,375.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally2_ball16_Lift.mp4
3,17.0,0:52:52,79318.0,1,2,A,2,殺球,1.0,,1.0,8.0,731.0,586.0,,8.0,760.0,339.0,,,,,8.0,638.0,573.0,8.0,557.0,352.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally3_ball17_Smash.mp4
3,21.0,0:52:55,79398.0,1,2,A,2,挑球,,,2.0,2.0,478.0,461.0,,3.0,490.0,301.0,,,,,7.0,510.0,483.0,8.0,555.0,374.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally3_ball21_Lift.mp4
4,3.0,0:53:33,80329.0,2,2,B,2,殺球,1.0,,1.0,4.0,766.0,302.0,,8.0,743.0,562.0,,,,,8.0,705.0,320.0,8.0,651.0,542.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally4_ball3_Smash.mp4
4,7.0,0:53:36,80401.0,2,2,B,2,挑球,,,2.0,1.0,447.0,427.0,,4.0,465.0,655.0,,,,,1.0,472.0,397.0,8.0,541.0,519.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally4_ball7_Lift.mp4
5,5.0,0:54:05,81147.0,2,3,A,2,殺球,1.0,,1.0,3.0,854.0,648.0,,6.0,768.0,346.0,,,,,8.0,705.0,616.0,8.0,636.0,358.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally5_ball5_Smash.mp4
6,3.0,0:54:34,81866.0,2,4,B,2,殺球,,,1.0,3.0,470.0,304.0,,6.0,461.0,571.0,,,,,9.0,535.0,309.0,8.0,553.0,558.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally6_ball3_Smash.mp4
6,20.0,0:54:49,82226.0,2,4,A,2,殺球,,,1.0,3.0,823.0,648.0,,8.0,617.0,345.0,,,,,9.0,796.0,635.0,8.0,633.0,337.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally6_ball20_Smash.mp4
6,22.0,0:54:50,82260.0,2,4,A,2,挑球,,,2.0,7.0,638.0,483.0,,3.0,526.0,298.0,,,,,7.0,637.0,510.0,8.0,602.0,339.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally6_ball22_Lift.mp4
6,29.0,0:54:56,82419.0,2,4,B,2,挑球,,,2.0,5.0,470.0,381.0,,4.0,437.0,639.0,,,,,8.0,526.0,370.0,8.0,562.0,590.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally6_ball29_Lift.mp4
6,35.0,0:55:03,82594.0,2,4,B,2,殺球,,,1.0,3.0,494.0,310.0,,6.0,472.0,567.0,,,,,3.0,492.0,310.0,8.0,543.0,572.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally6_ball35_Smash.mp4
6,41.0,0:55:09,82739.0,2,4,B,2,挑球,,,2.0,1.0,469.0,424.0,,4.0,444.0,652.0,,,,,1.0,495.0,398.0,8.0,550.0,530.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally6_ball41_Lift.mp4
6,42.0,0:55:10,82773.0,2,4,A,2,殺球,,,1.0,4.0,444.0,652.0,,8.0,606.0,350.0,,,,,9.0,494.0,646.0,8.0,584.0,355.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally6_ball42_Smash.mp4
7,11.0,0:56:25,84647.0,3,4,B,2,挑球,,,2.0,1.0,452.0,426.0,,4.0,413.0,658.0,,,,,1.0,499.0,391.0,8.0,548.0,526.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally7_ball11_Lift.mp4
10,10.0,0:58:28,87722.0,6,4,B,2,挑球,,,2.0,1.0,468.0,432.0,,4.0,464.0,658.0,,,,,1.0,489.0,417.0,7.0,526.0,498.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally10_ball10_Lift.mp4
10,11.0,0:58:30,87774.0,6,4,A,2,殺球,,,1.0,4.0,464.0,658.0,,6.0,780.0,341.0,,,,,9.0,482.0,656.0,8.0,598.0,339.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally10_ball11_Smash.mp4
10,21.0,0:58:40,88010.0,6,4,A,2,挑球,,,2.0,2.0,428.0,464.0,,3.0,519.0,299.0,,,,,2.0,460.0,480.0,8.0,561.0,368.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally10_ball21_Lift.mp4
12,3.0,0:59:56,89911.0,6,6,B,2,挑球,,,2.0,1.0,480.0,421.0,,4.0,434.0,640.0,,,,,1.0,515.0,396.0,8.0,577.0,533.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally12_ball3_Lift.mp4
12,4.0,0:59:57,89939.0,6,6,A,2,殺球,,,1.0,4.0,434.0,640.0,,8.0,758.0,336.0,,,,,9.0,505.0,643.0,8.0,568.0,348.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally12_ball4_Smash.mp4
12,7.0,1:00:00,90004.0,6,6,B,3,殺球,1.0,,1.0,4.0,801.0,306.0,,6.0,377.0,579.0,對手落地致勝,落地致勝,B,,9.0,733.0,310.0,8.0,675.0,542.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally12_ball7_Smash.mp4
13,5.0,1:00:53,91328.0,7,6,B,2,殺球,1.0,,1.0,4.0,774.0,309.0,,8.0,758.0,556.0,,,,,8.0,738.0,317.0,8.0,665.0,535.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally13_ball5_Smash.mp4
14,10.0,1:01:28,92216.0,8,6,B,2,挑球,,,2.0,1.0,468.0,426.0,,4.0,436.0,637.0,,,,,1.0,505.0,408.0,7.0,532.0,503.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally14_ball10_Lift.mp4
14,11.0,1:01:30,92254.0,8,6,A,2,殺球,,,1.0,4.0,436.0,637.0,,5.0,460.0,327.0,,,,,9.0,500.0,646.0,8.0,576.0,341.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally14_ball11_Smash.mp4
15,12.0,1:02:24,93604.0,8,7,B,2,殺球,,,1.0,3.0,515.0,301.0,,6.0,432.0,571.0,,,,,9.0,538.0,303.0,8.0,562.0,568.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally15_ball12_Smash.mp4
16,4.0,1:02:53,94331.0,9,7,A,2,挑球,,,2.0,2.0,450.0,459.0,,3.0,523.0,304.0,,,,,2.0,469.0,472.0,8.0,545.0,383.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally16_ball4_Lift.mp4
17,13.0,1:03:31,95278.0,10,7,A,2,殺球,,,1.0,4.0,466.0,647.0,,5.0,486.0,345.0,,,,,9.0,532.0,657.0,8.0,618.0,331.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally17_ball13_Smash.mp4
17,17.0,1:03:34,95360.0,10,7,A,2,挑球,,,2.0,2.0,443.0,464.0,,3.0,480.0,301.0,,,,,2.0,480.0,477.0,7.0,525.0,400.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally17_ball17_Lift.mp4
18,3.0,1:04:06,96165.0,11,7,A,2,挑球,,,2.0,2.0,475.0,457.0,,9.0,550.0,305.0,,,,,2.0,487.0,477.0,8.0,573.0,380.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally18_ball3_Lift.mp4
18,4.0,1:04:07,96195.0,11,7,B,2,殺球,,,1.0,9.0,550.0,305.0,,8.0,529.0,570.0,,,,,8.0,568.0,317.0,8.0,560.0,556.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally18_ball4_Smash.mp4
19,4.0,1:05:48,98717.0,11,8,B,2,殺球,,,1.0,8.0,789.0,594.0,,8.0,686.0,334.0,,,,,8.0,718.0,606.0,8.0,702.0,357.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally19_ball4_Smash.mp4
22,5.0,1:07:26,101151.0,14,8,A,2,殺球,,,1.0,9.0,650.0,295.0,,8.0,634.0,559.0,,,,,9.0,648.0,293.0,8.0,684.0,570.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally22_ball5_Smash.mp4
25,5.0,1:09:44,104608.0,15,10,B,3,殺球,1.0,,1.0,9.0,529.0,653.0,2.0,6.0,805.0,344.0,對手落地致勝,落地致勝,B,,9.0,586.0,646.0,8.0,660.0,355.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally25_ball5_Smash.mp4
26,6.0,1:10:10,105263.0,15,11,A,2,挑球,,,2.0,2.0,820.0,427.0,,9.0,773.0,643.0,,,,,2.0,789.0,404.0,8.0,739.0,520.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally26_ball6_Lift.mp4
26,7.0,1:10:12,105302.0,15,11,B,2,殺球,,,1.0,9.0,773.0,643.0,,8.0,671.0,344.0,,,,,9.0,758.0,630.0,8.0,693.0,342.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Smash,05_set3_rally26_ball7_Smash.mp4
26,12.0,1:10:15,105395.0,15,11,A,2,挑球,,,2.0,2.0,818.0,432.0,2.0,,,,,,,1.0,7.0,767.0,413.0,7.0,731.0,492.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally26_ball12_Lift.mp4
27,4.0,1:10:56,106406.0,16,11,A,2,挑球,,,2.0,2.0,825.0,427.0,,9.0,776.0,643.0,,,,,2.0,797.0,408.0,7.0,735.0,507.0,0,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,3,Lift,05_set3_rally27_ball4_Lift.mp4
